"id","presente","id_vereador","id_sessao","timestamp"
3932,true,44,81,2019-11-26 23:17:30
3933,true,44,82,2019-11-26 23:17:30
3934,true,44,83,2019-11-26 23:17:30
3935,true,44,84,2019-11-26 23:17:30
3936,true,44,85,2019-11-26 23:17:30
3937,true,44,86,2019-11-26 23:17:30
3938,true,44,87,2019-11-26 23:17:30
3939,true,44,88,2019-11-26 23:17:30
3940,true,44,89,2019-11-26 23:17:30
3941,true,44,91,2019-11-26 23:17:30
3942,true,44,92,2019-11-26 23:17:30
3943,true,44,94,2019-11-26 23:17:30
3944,true,44,95,2019-11-26 23:17:30
3945,true,44,96,2019-11-26 23:17:30
3946,true,44,97,2019-11-26 23:17:30
3947,true,44,98,2019-11-26 23:17:30
3948,true,44,99,2019-11-26 23:17:30
3949,true,44,100,2019-11-26 23:17:30
3950,true,44,101,2019-11-26 23:17:30
3951,true,44,102,2019-11-26 23:17:30
3952,true,44,103,2019-11-26 23:17:30
3953,true,44,106,2019-11-26 23:17:30
3954,true,44,107,2019-11-26 23:17:30
3955,true,44,109,2019-11-26 23:17:30
3956,true,44,110,2019-11-26 23:17:30
3957,true,44,111,2019-11-26 23:17:30
3958,true,44,113,2019-11-26 23:17:30
3959,true,44,114,2019-11-26 23:17:30
3960,true,44,118,2019-11-26 23:17:30
3961,true,44,119,2019-11-26 23:17:30
3962,true,44,120,2019-11-26 23:17:30
3963,true,44,122,2019-11-26 23:17:30
3964,true,44,123,2019-11-26 23:17:30
3965,true,44,124,2019-11-26 23:17:31
3966,true,44,125,2019-11-26 23:17:31
3967,true,44,126,2019-11-26 23:17:31
3968,true,44,127,2019-11-26 23:17:31
3969,true,44,128,2019-11-26 23:17:31
3970,true,44,129,2019-11-26 23:17:31
3971,true,44,130,2019-11-26 23:17:31
3972,true,44,131,2019-11-26 23:17:31
3973,true,44,132,2019-11-26 23:17:31
3974,true,44,133,2019-11-26 23:17:31
3975,true,44,134,2019-11-26 23:17:31
3976,true,44,136,2019-11-26 23:17:31
3977,true,44,137,2019-11-26 23:17:31
3978,true,44,138,2019-11-26 23:17:31
3979,true,44,141,2019-11-26 23:17:31
3980,true,44,144,2019-11-26 23:17:31
3981,true,44,145,2019-11-26 23:17:31
3982,true,44,157,2019-11-26 23:17:31
