"id","vereador","aluguel","condominio","energia","agua","iptu_tpei","internet_telefone","trasporte_hospedagens","locacao_automovel","pecas_veiculos","servicos","material_expediente","locacao_equipamentos","assinaturas_jornais","servicos_graficos","total_apresentado","glosa","pago_no_mes","media_mensal","media_mensal_acumulada","data","timestamp","id_vereador"
927,ROMERINHO JATOBÁ ,0,0,0,0,0,0,0,4650,0,0,0,0,0,0,4650,50,4600,4466.666666666667,0,"2019/03",2019-11-24 21:48:57,3
1418,ROMERINHO JATOBÁ ,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,2800,0,2800,2950,0,"2018/02",2019-11-24 21:49:07,3
1227,GILBERTO ALVES,0,0,0,0,0,0,0,4553,0,0,0,0,0,0,4553,0,4553,4468.5,0,"2018/03",2019-11-24 21:49:04,5
711,GILBERTO ALVES,0,0,0,0,0,0,0,4553,0,0,0,0,0,0,4553,0,4553,4516.333333333333,0,"2019/03",2019-11-24 21:48:52,5
1287,JÚNIOR BOCÃO,0,0,0,0,0,0,0,4699.91,0,0,0,0,0,0,4699.91,99.91,4600,4481.666666666667,0,"2018/03",2019-11-24 21:49:05,6
303,JÚNIOR BOCÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720,0,720,881.14,0,"2017/03",2019-11-24 21:48:44,6
795,JÚNIOR BOCÃO,0,0,0,0,0,0,0,5583.1,0,0,0,0,0,0,5583.1,983.1,4600,4481.693333333334,0,"2019/03",2019-11-24 21:48:55,6
31,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,2068.5714285714284,0,"2017/07",2019-11-24 21:48:38,11
501,AIMÉE SILVA,1291.39,507.27,18.549999999999997,0,0,0,0,2610,0,0,0,0,0,0,4427.21,0,4427.21,4506.168888888888,0,"2019/09",2019-11-24 21:48:48,11
1383,RICARDO CRUZ,2000,0,0,40.18,0,0,0,1674,0,0,0,0,0,0,3714.1800000000003,40.18,3674.0000000000005,3623.56,0,"2018/03",2019-11-24 21:49:07,17
147,CARLOS GUEIROS,938,154.94,0,0,0,0,0,0,0,0,894.61,0,0,0,1987.5500000000002,0,1987.5500000000002,1774.6233333333337,0,"2017/03",2019-11-24 21:48:41,18
231,FRED FERREIRA,0,0,0,0,0,0,0,0,0,0,68,0,0,0,68,0,68,272.6666666666667,0,"2017/03",2019-11-24 21:48:43,29
4,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,1022.5,4522.5,0,4522.5,2630.625,0,"2017/04",2019-11-24 21:48:38,40
20,AERTO LUNA,0,0,474.3,119.22,456.54,315.6,0,0,0,0,917.8,0,0,0,2283.46,25.83,2257.63,1486.6574999999998,0,"2017/08",2019-11-24 21:48:38,39
27,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,1573.3333333333333,0,"2017/03",2019-11-24 21:48:38,11
11,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,3500,3504.4990909090907,0,"2017/11",2019-11-24 21:48:38,40
17,AERTO LUNA,0,0,840.23,118.22,456.54,317.66,0,0,0,0,522.35,0,0,0,2255,0,2255,1166.982,0,"2017/05",2019-11-24 21:48:38,39
24,AERTO LUNA,0,0,1013.41,141.66,0,311.08,0,0,0,0,165,0,0,0,1631.1499999999999,0,1631.1499999999999,1698.6025000000002,0,"2017/12",2019-11-24 21:48:38,39
19,AERTO LUNA,0,0,719.36,119.22,456.64,321.62,0,0,0,0,271.4,0,0,0,1888.2400000000002,26.67,1861.5700000000002,1376.5185714285712,0,"2017/07",2019-11-24 21:48:38,39
6,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,1042,4542,0,4542,3144.9733333333334,0,"2017/06",2019-11-24 21:48:38,40
12,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,250,0,0,0,3750,0,3750,3524.9575,0,"2017/12",2019-11-24 21:48:38,40
23,AERTO LUNA,0,0,1038.77,118.22,574.2,321.63,0,0,0,0,333.3,0,0,0,2386.1200000000003,21.61,2364.51,1704.7345454545457,0,"2017/11",2019-11-24 21:48:38,39
16,AERTO LUNA,0,0,1050.73,119.22,0,327.23,0,0,0,0,0,0,0,0,1497.18,36.97,1460.21,894.9775,0,"2017/04",2019-11-24 21:48:38,39
21,AERTO LUNA,0,0,660.1,121.6,574.2,318.03,0,0,0,0,236.8,0,0,0,1910.73,21.12,1889.6100000000001,1531.4299999999998,0,"2017/09",2019-11-24 21:48:38,39
3,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,1500,2000,2000,0,"2017/03",2019-11-24 21:48:38,40
5,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,305.34,0,0,0,3805.34,0,3805.34,2865.568,0,"2017/05",2019-11-24 21:48:38,40
8,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,1092.65,4592.65,0,4592.65,3370.3112499999997,0,"2017/08",2019-11-24 21:48:38,40
18,AERTO LUNA,0,0,707.04,118.22,456.54,313.8,0,0,0,0,343.55,0,0,0,1939.1499999999999,0,1939.1499999999999,1295.6766666666665,0,"2017/06",2019-11-24 21:48:38,39
25,AIMÉE SILVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017/01",2019-11-24 21:48:38,11
9,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,3500,3384.721111111111,0,"2017/09",2019-11-24 21:48:38,40
7,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,3500,3195.691428571429,0,"2017/07",2019-11-24 21:48:38,40
2,ADERALDO OLIVEIRA,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,1500,2000,2000,0,"2017/02",2019-11-24 21:48:38,40
46,ALCIDES TEIXEIRA NETO,1500,0,278.26,81.36,0,189.77,0,2800,0,0,0,0,0,0,4849.389999999999,249.39,4599.999999999999,3799.94,0,"2017/10",2019-11-24 21:48:38,45
34,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,2184,0,"2017/10",2019-11-24 21:48:38,11
56,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,2932.5,0,"2017/08",2019-11-24 21:48:39,13
40,ALCIDES TEIXEIRA NETO,1500,0,200.09,81.36,0,180.55,0,2800,0,0,0,0,0,0,4762,162,4600,2599.85,0,"2017/04",2019-11-24 21:48:38,45
54,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,2736.6666666666665,0,"2017/06",2019-11-24 21:48:39,13
57,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,2997.777777777778,0,"2017/09",2019-11-24 21:48:39,13
60,ALINE MARIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,0,3520,3128.3333333333335,0,"2017/12",2019-11-24 21:48:39,13
38,ALCIDES TEIXEIRA NETO,1500,0,144.08,75.5,0,207.32,0,0,0,0,0,0,0,0,1926.8999999999999,39.02,1887.8799999999999,1899.6999999999998,0,"2017/02",2019-11-24 21:48:38,45
58,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,3050,0,"2017/10",2019-11-24 21:48:39,13
39,ALCIDES TEIXEIRA NETO,1500,0,203.68,75.5,0,193.22,0,0,0,0,284.63,0,0,0,2257.03,257.03,2000.0000000000002,1933.1333333333332,0,"2017/03",2019-11-24 21:48:38,45
52,ALINE MARIANO,0,0,0,0,0,0,0,4640,0,0,0,0,0,0,4640,40,4600,2475,0,"2017/04",2019-11-24 21:48:39,13
59,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,3092.7272727272725,0,"2017/11",2019-11-24 21:48:39,13
43,ALCIDES TEIXEIRA NETO,1500,0,152.83,81.36,0,162.49,0,2800,0,0,0,0,0,0,4696.68,96.68,4600,3457.057142857143,0,"2017/07",2019-11-24 21:48:38,45
47,ALCIDES TEIXEIRA NETO,1500,0,285.21,81.36,0,190.84,0,2800,0,0,0,0,0,0,4857.41,1.1,4856.3099999999995,3895.973636363636,0,"2017/11",2019-11-24 21:48:38,45
62,ALMIR FERNANDO,0,0,0,0,0,187.5,0,0,0,0,262.3,0,0,0,449.8,89.8,360,1099.645,0,"2017/02",2019-11-24 21:48:39,8
48,ALCIDES TEIXEIRA NETO,1500,0,356.25,81.36,0,247.76,0,2800,0,0,0,0,0,0,4985.37,385.37,4600,3954.6425,0,"2017/12",2019-11-24 21:48:38,45
37,ALCIDES TEIXEIRA NETO,1500,0,0,75.5,0,0,0,0,0,0,337.02000000000004,0,0,0,1912.52,1,1911.52,1911.52,0,"2017/01",2019-11-24 21:48:38,45
49,ALINE MARIANO,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,1300,1300,0,"2017/01",2019-11-24 21:48:38,13
36,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,2240.225,0,"2017/12",2019-11-24 21:48:38,11
35,AIMÉE SILVA,0,0,0,0,0,0,0,2400,0,0,162.7,0,0,0,2562.7,0,2562.7,2218.427272727273,0,"2017/11",2019-11-24 21:48:38,11
51,ALINE MARIANO,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,2040,40,2000,1766.6666666666667,0,"2017/03",2019-11-24 21:48:39,13
32,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,2120,0,"2017/08",2019-11-24 21:48:38,11
30,AIMÉE SILVA,0,0,0,0,0,0,0,2400,0,0,52.5,0,0,0,2452.5,52.5,2400,2000,0,"2017/06",2019-11-24 21:48:38,11
33,AIMÉE SILVA,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,2400,0,2400,2151.1111111111113,0,"2017/09",2019-11-24 21:48:38,11
29,AIMÉE SILVA,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,2480,0,2480,1920,0,"2017/05",2019-11-24 21:48:38,11
50,ALINE MARIANO,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,2040,40,2000,1650,0,"2017/02",2019-11-24 21:48:38,13
53,ALINE MARIANO,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,3000,2580,0,"2017/05",2019-11-24 21:48:39,13
42,ALCIDES TEIXEIRA NETO,1500,0,163.96,81.36,0,180.83,0,2800,0,0,0,0,0,0,4726.15,126.15,4600,3266.566666666667,0,"2017/06",2019-11-24 21:48:38,45
55,ALINE MARIANO,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,3520,0,3520,2848.5714285714284,0,"2017/07",2019-11-24 21:48:39,13
44,ALCIDES TEIXEIRA NETO,1500,0,89.69,81.36,0,152.16,0,2800,0,0,0,0,0,0,4623.21,23.21,4600,3599.925,0,"2017/08",2019-11-24 21:48:38,45
41,ALCIDES TEIXEIRA NETO,1500,0,166.21,81.36,0,173.23,0,2800,0,0,0,0,0,0,4720.8,120.8,4600,2999.88,0,"2017/05",2019-11-24 21:48:38,45
78,AMARO CIPRIANO,0,0,0,0,0,0,0,4704,0,0,0,0,0,0,4704,104,4600,3248.396666666667,0,"2017/06",2019-11-24 21:48:40,20
77,AMARO CIPRIANO,0,0,0,0,0,0,0,4704,0,0,0,0,0,0,4704,104,4600,2978.076,0,"2017/05",2019-11-24 21:48:40,20
80,AMARO CIPRIANO,0,0,0,0,0,0,0,4704,0,0,0,0,0,0,4704,104,4600,3586.2975,0,"2017/08",2019-11-24 21:48:40,20
75,AMARO CIPRIANO,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,2016,268.35,1747.65,1896.7933333333333,0,"2017/03",2019-11-24 21:48:40,20
92,ANA LÚCIA,0,0,0,0,0,0,0,4774,0,0,0,0,0,0,4774,174,4600,3340.64,0,"2017/08",2019-11-24 21:48:40,36
68,ALMIR FERNANDO,0,0,0,0,0,198.95,0,0,0,0,399.1,0,0,280,878.05,3.02,875.03,1305.03,0,"2017/08",2019-11-24 21:48:40,8
86,ANA LÚCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.56,0,"2017/02",2019-11-24 21:48:40,36
95,ANA LÚCIA,0,0,0,0,0,0,0,0,0,0,2000.95,0,0,0,2000.95,0,2000.95,3447.824545454545,0,"2017/11",2019-11-24 21:48:40,36
71,ALMIR FERNANDO,1000,324,0,0,0,195.93,0,0,2345.7,0,423.2,0,0,0,4288.83,0,4288.83,1711.7909090909088,0,"2017/11",2019-11-24 21:48:40,8
69,ALMIR FERNANDO,1000,324,0,0,0,195.93,0,0,0,0,236.5,0,0,280,2036.43,13.3,2023.13,1384.8188888888888,0,"2017/09",2019-11-24 21:48:40,8
90,ANA LÚCIA,0,0,0,0,0,0,0,4620,0,0,0,0,0,0,4620,20,4600,2920.853333333333,0,"2017/06",2019-11-24 21:48:40,36
91,ANA LÚCIA,0,0,0,0,0,0,0,4774,0,0,0,0,0,0,4774,174,4600,3160.7314285714283,0,"2017/07",2019-11-24 21:48:40,36
89,ANA LÚCIA,0,0,0,0,0,0,0,4774,0,0,0,0,0,0,4774,174,4600,2585.024,0,"2017/05",2019-11-24 21:48:40,36
93,ANA LÚCIA,0,0,0,0,0,0,0,4620,0,0,0,0,0,0,4620,20,4600,3480.568888888889,0,"2017/09",2019-11-24 21:48:40,36
67,ALMIR FERNANDO,0,0,0,0,0,195.93,0,0,2255,0,750.6,0,0,0,3201.5299999999997,9,3192.5299999999997,1366.4585714285713,0,"2017/07",2019-11-24 21:48:40,8
94,ANA LÚCIA,0,0,0,0,0,0,0,4774,0,0,0,0,0,0,4774,174,4600,3592.5119999999997,0,"2017/10",2019-11-24 21:48:40,36
74,AMARO CIPRIANO,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,2016,16,2000,1971.365,0,"2017/02",2019-11-24 21:48:40,20
65,ALMIR FERNANDO,0,0,0,0,0,195.93,0,0,310,0,541.5,0,0,190,1237.43,0,1237.43,1179.35,0,"2017/05",2019-11-24 21:48:40,8
64,ALMIR FERNANDO,0,0,0,0,0,200.2,0,0,0,0,392.1,0,0,2400,2992.3,2404.27,588.0300000000002,1164.83,0,"2017/04",2019-11-24 21:48:39,8
88,ANA LÚCIA,0,0,0,0,0,0,0,3000,0,0,576.15,0,0,1350,4926.15,326.15,4600,2081.2799999999997,0,"2017/04",2019-11-24 21:48:40,36
97,ANDRÉ RÉGIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017/01",2019-11-24 21:48:40,15
87,ANA LÚCIA,0,0,0,0,0,0,0,0,0,0,500,0,0,1500,2000,0,2000,1241.7066666666667,0,"2017/03",2019-11-24 21:48:40,36
73,AMARO CIPRIANO,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,2016,73.27,1942.73,1942.73,0,"2017/01",2019-11-24 21:48:40,20
96,ANA LÚCIA,0,0,0,0,0,0,0,4774,0,0,0,0,0,0,4774,174,4600,3543.839166666666,0,"2017/12",2019-11-24 21:48:40,36
110,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,1960,0,1960,1980,0,"2017/02",2019-11-24 21:48:40,9
113,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,4650,0,0,0,0,0,0,4650,50,4600,3032,0,"2017/05",2019-11-24 21:48:40,9
102,ANDRÉ RÉGIS,0,0,0,0,0,124.97,0,0,0,0,0,0,0,0,124.97,0,124.97,20.828333333333333,0,"2017/06",2019-11-24 21:48:40,15
103,ANDRÉ RÉGIS,0,0,0,0,0,149.98,0,0,0,0,0,0,0,0,149.98,0,149.98,39.278571428571425,0,"2017/07",2019-11-24 21:48:40,15
132,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,4590,0,4590,3547.5,0,"2017/12",2019-11-24 21:48:41,1
123,AUGUSTO CARRERAS,0,0,0,0,0,0,0,2070,0,0,0,0,0,0,2070,70,2000,1963.3333333333333,0,"2017/03",2019-11-24 21:48:41,1
104,ANDRÉ RÉGIS,0,0,0,0,0,148.07,0,0,0,0,0,0,0,0,148.07,0,148.07,52.8775,0,"2017/08",2019-11-24 21:48:40,15
107,ANDRÉ RÉGIS,0,0,0,0,0,149.98,0,0,0,0,0,0,0,0,149.98,0,149.98,179.23,0,"2017/11",2019-11-24 21:48:40,15
99,ANDRÉ RÉGIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017/03",2019-11-24 21:48:40,15
117,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,3000,0,3000,3373.3333333333335,0,"2017/09",2019-11-24 21:48:40,9
115,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,3100,0,0,0,0,0,1505,4605,5,4600,3465.714285714286,0,"2017/07",2019-11-24 21:48:40,9
108,ANDRÉ RÉGIS,0,0,0,0,0,149.98,0,0,0,0,0,0,0,0,149.98,0,149.98,176.7925,0,"2017/12",2019-11-24 21:48:40,15
119,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,3000,0,0,1600,0,0,0,4600,0,4600,3596.3636363636365,0,"2017/11",2019-11-24 21:48:40,9
111,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,2170,0,0,0,0,0,0,2170,170,2000,1986.6666666666667,0,"2017/03",2019-11-24 21:48:40,9
122,AUGUSTO CARRERAS,0,0,0,0,0,0,0,2070,0,0,0,0,0,0,2070,70,2000,1945,0,"2017/02",2019-11-24 21:48:40,1
131,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,4590,0,4590,3452.7272727272725,0,"2017/11",2019-11-24 21:48:41,1
126,AUGUSTO CARRERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,0,"2017/06",2019-11-24 21:48:41,1
124,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4570,0,0,0,0,0,0,4570,0,4570,2615,0,"2017/04",2019-11-24 21:48:41,1
118,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,3100,0,0,1502.7,0,0,0,4602.7,2.7,4600,3496,0,"2017/10",2019-11-24 21:48:40,9
116,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,3100,0,3100,3420,0,"2017/08",2019-11-24 21:48:40,9
109,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,2100,100,2000,2000,0,"2017/01",2019-11-24 21:48:40,9
127,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,4590,0,4590,2802.8571428571427,0,"2017/07",2019-11-24 21:48:41,1
106,ANDRÉ RÉGIS,0,0,0,0,0,149.98,0,0,0,0,0,0,0,1100,1249.98,0,1249.98,182.155,0,"2017/10",2019-11-24 21:48:40,15
105,ANDRÉ RÉGIS,0,0,0,0,0,148.55,0,0,0,0,0,0,0,0,148.55,0,148.55,63.50777777777777,0,"2017/09",2019-11-24 21:48:40,15
112,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,2100,0,0,0,0,0,2502.5,4602.5,2.5,4600,2640,0,"2017/04",2019-11-24 21:48:40,9
101,ANDRÉ RÉGIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017/05",2019-11-24 21:48:40,15
130,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,4590,0,4590,3339,0,"2017/10",2019-11-24 21:48:41,1
125,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4570,0,0,0,0,0,0,4570,0,4570,3006,0,"2017/05",2019-11-24 21:48:41,1
129,AUGUSTO CARRERAS,0,0,0,0,0,0,0,4590,0,0,0,0,0,0,4590,0,4590,3200,0,"2017/09",2019-11-24 21:48:41,1
114,ANTONIO LUIZ NETO,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,4500,0,4500,3276.6666666666665,0,"2017/06",2019-11-24 21:48:40,9
133,BENJAMIN DA SAÚDE,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,500,2000,2000,0,"2017/01",2019-11-24 21:48:41,31
100,ANDRÉ RÉGIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017/04",2019-11-24 21:48:40,15
154,CARLOS GUEIROS,938,0,0,0,0,0,0,0,0,0,1225.13,0,0,100,2263.13,100,2163.13,2103.7010000000005,0,"2017/10",2019-11-24 21:48:41,18
161,CHICO KIKO,900,0,0,0,0,0,0,0,0,3100,0,0,0,0,4000,0,4000,2455.7,0,"2017/05",2019-11-24 21:48:41,22
137,BENJAMIN DA SAÚDE,2500,0,462.31,42,615.9,182.53,0,0,0,0,241.36,0,0,450,4494.1,38.89,4455.21,2967.0899999999992,0,"2017/05",2019-11-24 21:48:41,31
156,CARLOS GUEIROS,0,0,0,0,0,0,0,0,0,0,1200.47,0,0,0,1200.47,2,1198.47,1944.3608333333339,0,"2017/12",2019-11-24 21:48:41,18
142,BENJAMIN DA SAÚDE,2500,0,572.86,42,615.9,328.48,0,0,0,0,136.5,0,0,0,4195.74,48.61,4147.13,3510.1839999999997,0,"2017/10",2019-11-24 21:48:41,31
153,CARLOS GUEIROS,938,0,0,0,0,0,0,0,0,0,1125.01,0,0,0,2063.01,0,2063.01,2097.0977777777784,0,"2017/09",2019-11-24 21:48:41,18
148,CARLOS GUEIROS,938,173.12,0,0,0,0,0,0,0,0,844.7,0,0,43.4,1999.22,43.4,1955.82,1819.9225000000001,0,"2017/04",2019-11-24 21:48:41,18
149,CARLOS GUEIROS,938,180.1,0,0,0,0,0,0,0,0,1196.74,0,0,27,2341.84,27,2314.84,1898.6325,0,"2017/05",2019-11-24 21:48:41,18
138,BENJAMIN DA SAÚDE,2500,0,448.23,42,0,204.56,0,0,0,0,0,0,0,0,3194.79,16.97,3177.82,3002.211666666666,0,"2017/06",2019-11-24 21:48:41,31
160,CHICO KIKO,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,4300,0,4300,2069.625,0,"2017/04",2019-11-24 21:48:41,22
162,CHICO KIKO,900,0,0,0,0,0,0,0,0,2700,0,0,0,1050,4650,50,4600,2813.0833333333335,0,"2017/06",2019-11-24 21:48:41,22
151,CARLOS GUEIROS,939,0,186.34,0,0,0,0,0,350,0,1159.6599999999999,0,0,65,2700,66,2634,2115.797142857143,0,"2017/07",2019-11-24 21:48:41,18
167,CHICO KIKO,900,0,0,0,0,0,0,3830,0,0,0,0,0,0,4730,130,4600,3597.061818181818,0,"2017/11",2019-11-24 21:48:41,22
157,CHICO KIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.5,1998.5,0,1998.5,1998.5,0,"2017/01",2019-11-24 21:48:41,22
166,CHICO KIKO,900,0,49.31,0,0,0,0,0,0,3403,0,0,0,0,4352.3099999999995,3.34,4348.969999999999,3496.768,0,"2017/10",2019-11-24 21:48:41,22
168,CHICO KIKO,900,0,0,0,0,0,0,3595,0,0,0,0,0,0,4495,0,4495,3671.89,0,"2017/12",2019-11-24 21:48:41,22
135,BENJAMIN DA SAÚDE,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,500,2000,2000,0,"2017/03",2019-11-24 21:48:41,31
164,CHICO KIKO,900,0,0,0,0,0,0,0,0,3760,0,0,0,0,4660,60,4600,3259.8125,0,"2017/08",2019-11-24 21:48:41,22
141,BENJAMIN DA SAÚDE,2500,0,524.02,42,615.9,377.61,0,0,0,0,0,0,0,525,4584.530000000001,47.57,4536.960000000001,3439.412222222222,0,"2017/09",2019-11-24 21:48:41,31
158,CHICO KIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1980,0,1980,1989.25,0,"2017/02",2019-11-24 21:48:41,22
136,BENJAMIN DA SAÚDE,2500,0,242.49,41.18,0,51.41,0,0,0,0,226.8,0,0,1600,4661.879999999999,281.64,4380.239999999999,2595.0599999999995,0,"2017/04",2019-11-24 21:48:41,31
159,CHICO KIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.1666666666667,0,"2017/03",2019-11-24 21:48:41,22
139,BENJAMIN DA SAÚDE,2500,0,480.54,42,1231.8,280.59,0,0,0,0,0,0,0,0,4534.93,72.52,4462.41,3210.811428571428,0,"2017/07",2019-11-24 21:48:41,31
144,BENJAMIN DA SAÚDE,2500,0,716.79,42,0,315.33,0,0,1234.24,0,0,0,0,0,4808.36,208.36,4600,3647.205,0,"2017/12",2019-11-24 21:48:41,31
155,CARLOS GUEIROS,0,0,0,0,0,0,0,0,0,0,1096.85,0,0,0,1096.85,0,1096.85,2012.1690909090912,0,"2017/11",2019-11-24 21:48:41,18
165,CHICO KIKO,900,0,105.21,0,0,0,0,0,0,0,0,0,0,3535,4540.21,0,4540.21,3402.0788888888887,0,"2017/09",2019-11-24 21:48:41,22
150,CARLOS GUEIROS,938,263.36,0,0,0,0,0,0,0,0,1380.69,0,0,0,2582.05,0,2582.05,2029.4300000000003,0,"2017/06",2019-11-24 21:48:41,18
146,CARLOS GUEIROS,938,120.11,0,0,0,0,0,0,0,0,221.78,0,0,61.4,1341.29,4.97,1336.32,1668.16,0,"2017/02",2019-11-24 21:48:41,18
152,CARLOS GUEIROS,939,0,0,0,0,0,0,0,0,0,1061.29,0,0,0,2000.29,0,2000.29,2101.3587500000003,0,"2017/08",2019-11-24 21:48:41,18
140,BENJAMIN DA SAÚDE,2500,0,472.08,42,615.9,321.25,0,0,0,0,49,0,0,0,4000.23,58.16,3942.07,3302.2187499999995,0,"2017/08",2019-11-24 21:48:41,31
169,DAVI MUNIZ,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,2700,700,2000,2000,0,"2017/01",2019-11-24 21:48:41,21
143,BENJAMIN DA SAÚDE,2500,0,635.16,42,598.46,323.08,0,0,0,0,0,0,0,0,4098.7,34.08,4064.62,3560.5872727272726,0,"2017/11",2019-11-24 21:48:41,31
171,DAVI MUNIZ,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,2000,2000,1761.8166666666666,0,"2017/03",2019-11-24 21:48:41,21
178,DAVI MUNIZ,4000,0,0,85.16,376.35,147.6,0,0,0,0,0,0,0,0,4609.110000000001,79.99,4529.120000000001,3687.333,0,"2017/10",2019-11-24 21:48:41,21
180,DAVI MUNIZ,4000,0,609.83,172.24,0,466.85,0,0,0,0,0,0,0,0,5248.92,648.92,4600,3839.405,0,"2017/12",2019-11-24 21:48:42,21
185,DAIZE MICHELE,0,0,0,0,0,0,0,2470,0,0,1413.99,0,0,740,4623.99,23.99,4600,2677.978,0,"2017/05",2019-11-24 21:48:42,43
172,DAVI MUNIZ,4000,0,111.26,0,376.35,0,0,0,0,0,0,0,0,0,4487.610000000001,428.85,4058.7600000000007,2336.0525000000002,0,"2017/04",2019-11-24 21:48:41,21
195,EDUARDO CHERA,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,1200,2000,2000,0,"2017/03",2019-11-24 21:48:42,35
179,DAVI MUNIZ,4000,0,624.69,78.06,0,147.6,0,0,0,0,0,0,0,0,4850.350000000001,250.82,4599.530000000002,3770.26,0,"2017/11",2019-11-24 21:48:41,21
189,DAIZE MICHELE,0,0,0,0,0,0,0,0,0,0,1203.76,0,0,1790,2993.76,0,2993.76,2711.4155555555553,0,"2017/09",2019-11-24 21:48:42,43
196,EDUARDO CHERA,3200,0,0,0,0,0,0,1400,0,0,0,0,0,0,4600,0,4600,2650,0,"2017/04",2019-11-24 21:48:42,35
182,DAIZE MICHELE,0,0,0,0,0,0,0,0,0,0,751.05,0,0,1300,2051.05,51.05,2000.0000000000002,1165.15,0,"2017/02",2019-11-24 21:48:42,43
