"id","vereador","total_vantagens","descontos_totais","valor_liquido","data","timestamp","id_vereador"
634,JOSE WILTON DE B CAVALCANTI,14635,2926.49,11708.51,"2019/03",2019-11-23 12:25:44,30
586,EDUARDO AMORIM MARQUES CUNHA,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:43,32
624,EDUARDO AMORIM MARQUES CUNHA,14635,2978.62,11656.38,"2019/03",2019-11-23 12:25:44,32
572,AERTO DE BRITO LUNA,14635,2874.35,11760.65,"2019/08",2019-11-23 12:25:43,39
610,AERTO DE BRITO LUNA,14635,2874.35,11760.65,"2019/03",2019-11-23 12:25:44,39
578,ANA LUCIA DO REGO FERREIRA,14635,2926.49,11708.51,"2019/08",2019-11-23 12:25:43,36
616,ANA LUCIA DO REGO FERREIRA,14635,2926.49,11708.51,"2019/03",2019-11-23 12:25:44,36
591,HELIO BATISTA DE OLIVEIRA,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:43,37
598,MARCOS ANTONIO GOMES DA SILVA,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:44,38
569,ROMERO JATOBA C NETO,14635,2978.62,11656.38,"2019/06",2019-11-23 12:25:43,10
571,ADERALDO DE OLIVEIRA FLORENCIO,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:43,40
609,ADERALDO DE OLIVEIRA FLORENCIO,14635,2978.62,11656.38,"2019/03",2019-11-23 12:25:44,40
593,IVAN V DE MORAES FILHO,14635,2926.49,11708.51,"2019/08",2019-11-23 12:25:43,41
631,IVAN V DE MORAES FILHO,14635,2926.49,11708.51,"2019/03",2019-11-23 12:25:44,41
561,MARIA GORETTI C DE QUEIROZ,14635,2978.62,11656.38,"2019/06",2019-11-23 12:25:43,42
599,MARIA GORETTI C DE QUEIROZ,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:44,42
584,DAIZE MICHELE DE A. GONCALVES,14635,2874.35,11760.65,"2019/08",2019-11-23 12:25:43,43
622,DAIZE MICHELE DE A. GONCALVES,14635,2874.35,11760.65,"2019/03",2019-11-23 12:25:44,43
597,LUIZ FELIPE CAMARA DE O PONTES,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:44,44
635,LUIZ FELIPE CAMARA DE O PONTES,14635,2978.62,11656.38,"2019/03",2019-11-23 12:25:44,44
574,ALCIDES TEIXEIRA NETO,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:43,45
612,ALCIDES TEIXEIRA NETO,14635,2978.62,11656.38,"2019/03",2019-11-23 12:25:44,45
619,AUGUSTO JOSE C C ALBUQUERQUE,14635,2926.49,11708.51,"2019/03",2019-11-23 12:25:44,1
630,INALDO GERSON P FREIRES,14635,2978.62,11656.38,"2019/03",2019-11-23 12:25:44,6
626,FRANCISCO FERREIRA DA S FILHO,14635,2966.77,11668.23,"2019/03",2019-11-23 12:25:44,22
594,JAIRO XAVIER DE BRITTO,14635,2978.62,11656.38,"2019/08",2019-11-23 12:25:44,23
668,INALDO GERSON P FREIRES,14635,2978.62,11656.38,"2019/04",2019-11-23 12:25:45,6
665,FREDERICO M DE M S FERREIRA,14635,2822.21,11812.79,"2019/04",2019-11-23 12:25:45,29
658,BENJAMIM G DA SILVA JUNIOR,14635,3077.07,11557.93,"2019/04",2019-11-23 12:25:45,6
696,BENJAMIM G DA SILVA JUNIOR,14635,3077.07,11557.93,"2019/05",2019-11-23 12:25:46,6
710,JOSE WILTON DE B CAVALCANTI,14635,2524.02,12110.98,"2019/05",2019-11-23 12:25:46,30
684,SAMUEL R DOS SANTOS SALAZAR,14635,2978.62,11656.38,"2019/04",2019-11-23 12:25:45,7
652,ALMIR FERNANDO ALVES,14635,2926.49,11708.51,"2019/04",2019-11-23 12:25:44,8
690,ALMIR FERNANDO ALVES,14635,2926.49,11708.51,"2019/05",2019-11-23 12:25:45,8
656,ANTONIO LUIZ DA SILVA NETO,14635,2874.35,11760.65,"2019/04",2019-11-23 12:25:45,9
